title,doi,nlmid,altmetric_jid,issns,journal,altmetric_id,schema,is_oa,cited_by_posts_count,cited_by_gplus_count,cited_by_fbwalls_count,cited_by_tweeters_count,cited_by_accounts_count,cited_by_feeds_count,cited_by_rdts_count,cited_by_msm_count,cited_by_delicious_count,cited_by_forum_count,cited_by_qs_count,cited_by_rh_count,score,mendeley,connotea,citeulike,url,added_on,published_on,subjects,scopus_subjects,last_updated,readers_count,details_url,cited_by_fbwalls_count.1,cited_by_tweeters_count.1,cited_by_feeds_count.1,X10_cited_by_tweeters_count,X13_cited_by_accounts_count,X13_cited_by_posts_count,X10_cited_by_accounts_count,X11_cited_by_posts_count,cited_by_gplus_count.1,X19_cited_by_tweeters_count,X20_cited_by_accounts_count,X25_cited_by_posts_count,X10_cited_by_posts_count,jecolcitations
Changes in coexistence mechanisms along a longÌ¢åÛåêterm soil chronosequence revealed by functional trait diversity,10.1111/j.1365-2745.2012.01965.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,648683,1.5.4,FALSE,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2.35,37,0,1,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01965.x/abstract,1331737232,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1332175439,38,http://www.altmetric.com/details.php?citation_id=648683,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Using functional traits and phylogenetic trees to examine the assembly of tropical tree communities,10.1111/j.1365-2745.2012.01966.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,649057,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1.5,55,0,1,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01966.x/abstract,1331750685,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1332175440,56,http://www.altmetric.com/details.php?citation_id=649057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Artificial selection on flowering time: influence on reproductive phenology across natural light environments,10.1111/j.1365-2745.2012.01967.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,655731,1.5.4,FALSE,5,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,2.5,0,0,0,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2745.2012.01967.x,1332175820,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1341842638,0,http://www.altmetric.com/details.php?citation_id=655731,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Impact of landscape alteration and invasions on pollinators: a metaÌ¢åÛåêanalysis,10.1111/j.1365-2745.2012.01968.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,677219,1.5.4,FALSE,7,NA,NA,6,7,1,NA,NA,NA,NA,NA,NA,11.888,7,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01968.x/abstract,1333378417,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1341842652,7,http://www.altmetric.com/details.php?citation_id=677219,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FineÌ¢åÛåêscale changes in connectivity affect the metapopulation dynamics of a bryophyte confined to ephemeral patches,10.1111/j.1365-2745.2012.01969.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,696030,1.5.4,FALSE,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2.35,2,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01969.x/abstract,1334341715,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1334345638,2,http://www.altmetric.com/details.php?citation_id=696030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Tree coverfire interactions promote the persistence of a fireÌ¢åÛåêsensitive conifer in a highly flammable savanna,10.1111/j.1365-2745.2012.01970.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,684117,1.5.4,FALSE,5,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.75,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01970.x/abstract,1333647473,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1354748743,0,http://www.altmetric.com/details.php?citation_id=684117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Resource concentration by insects and implications for plant populations,10.1111/j.1365-2745.2012.01971.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,706233,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1.5,1,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01971.x/abstract,1334922282,NA,",","Agricultural and Biological Sciences, Environmental Science, Life Sciences, Physical Sciences, ",1334924666,1,http://www.altmetric.com/details.php?citation_id=706233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Does habitat specialization by seedlings contribute to the high diversity of a lowland rain forest?,10.1111/j.1365-2745.2012.01972.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,684004,1.5.4,FALSE,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2.5,10,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01972.x/abstract,1333642358,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1333647911,10,http://www.altmetric.com/details.php?citation_id=684004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Chance in plant communities: a new approach to its measurement using the nugget from spatial autocorrelation,10.1111/j.1365-2745.2012.01973.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,696006,1.5.4,FALSE,7,NA,1,6,7,NA,NA,NA,NA,NA,NA,NA,5.75,15,0,1,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01973.x/abstract,1334340265,NA,",","Agricultural and Biological Sciences, Environmental Science, Life Sciences, Physical Sciences, ",1334907321,16,http://www.altmetric.com/details.php?citation_id=696006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
LongÌ¢åÛåêterm demographic consequences of eavesdropping for sagebrush,10.1111/j.1365-2745.2012.01974.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,741954,1.5.4,FALSE,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,0.75,3,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01974.x/abstract,1336983198,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1336983071,3,http://www.altmetric.com/details.php?citation_id=741954,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Biomass partitioning and root morphology of savanna trees across a water gradient,10.1111/j.1365-2745.2012.01975.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,695986,1.5.4,FALSE,7,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,2.6,8,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01975.x/abstract,1334339475,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1345047803,8,http://www.altmetric.com/details.php?citation_id=695986,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Complex interactions between the wind and ballistic seed dispersal in Impatiens glandulifera (Royle),10.1111/j.1365-2745.2012.01977.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,711681,1.5.4,FALSE,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.5,4,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01977.x/abstract,1335271853,NA,",","Agricultural and Biological Sciences, Environmental Science, Life Sciences, Physical Sciences, ",1335271398,4,http://www.altmetric.com/details.php?citation_id=711681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
The interacting effects of clumped seed dispersal and distanceÌ¢åÛåê and densityÌ¢åÛåêdependent mortality on seedling recruitment patterns,10.1111/j.1365-2745.2012.01978.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,724766,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,24,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01978.x/abstract,1336028974,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1335884548,24,http://www.altmetric.com/details.php?citation_id=724766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Demographic fate of Arabidopsis thaliana cohorts of autumnÌ¢åÛåê and springÌ¢åÛåêgerminated plants along an altitudinal gradient,10.1111/j.1365-2745.2012.01979.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,711672,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,7,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01979.x/abstract,1335271228,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1335316615,7,http://www.altmetric.com/details.php?citation_id=711672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Genetic variation in antiÌ¢åÛåêherbivore chemical defences in an invasive plant,10.1111/j.1365-2745.2012.01980.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,711775,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1.35,13,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01980.x/abstract,1335273774,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1338831387,13,http://www.altmetric.com/details.php?citation_id=711775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gender and abiotic stress affect communityÌ¢åÛåêscale intensity of facilitation and its costs,10.1111/j.1365-2745.2012.01981.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,744644,1.5.4,FALSE,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,1.35,3,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01981.x/abstract,1337098346,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1337345960,3,http://www.altmetric.com/details.php?citation_id=744644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"Interactions among fire, grazing, harvest and abiotic conditions shape palm demographic responses to disturbance",10.1111/j.1365-2745.2012.01982.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,736665,1.5.4,FALSE,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.5,2,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01982.x/abstract,1336649149,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1336648526,2,http://www.altmetric.com/details.php?citation_id=736665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sapwood area drives growth in mountain conifer forests,10.1111/j.1365-2745.2012.01983.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,750405,1.5.4,FALSE,5,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,3.85,1,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01983.x/abstract,1337349800,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1348127781,1,http://www.altmetric.com/details.php?citation_id=750405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Home site advantage in two longÌ¢åÛåêlived arctic plant species: results from two 30Ì¢åÛåêyear reciprocal transplant studies,10.1111/j.1365-2745.2012.01984.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,755772,1.5.4,FALSE,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01984.x/abstract,1337699258,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1338831370,0,http://www.altmetric.com/details.php?citation_id=755772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Endemic plant communities on special soils: early victims or hardy survivors of climate change?,10.1111/j.1365-2745.2012.01986.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,771072,1.5.4,FALSE,8,1,NA,6,7,NA,NA,NA,NA,NA,NA,NA,5.2,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01986.x/abstract,1338490853,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1341261053,0,http://www.altmetric.com/details.php?citation_id=771072,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
Leaf traits and litter flammability: evidence for nonÌ¢åÛåêadditive mixture effects in a temperate forest,10.1111/j.1365-2745.2012.01987.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,770618,1.5.4,FALSE,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.5,1,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01987.x/abstract,1338474528,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1338474509,1,http://www.altmetric.com/details.php?citation_id=770618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Landscape context and management regime structure plant diversity in grassland communities,10.1111/j.1365-2745.2012.01988.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,750565,1.5.4,FALSE,3,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,1.25,1,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01988.x/abstract,1337355648,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1337691357,1,http://www.altmetric.com/details.php?citation_id=750565,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ResourceÌ¢åÛåêbased habitat associations in a neotropical liana community,10.1111/j.1365-2745.2012.01989.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,782742,1.5.4,FALSE,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.5,12,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01989.x/abstract,1339150354,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1339150311,12,http://www.altmetric.com/details.php?citation_id=782742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Driving factors of forest growth: a reply to Ferry etal. (2012),10.1111/j.1365-2745.2012.01990.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,788421,1.5.4,FALSE,6,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,2.85,2,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01990.x/abstract,1339511406,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1345018155,2,http://www.altmetric.com/details.php?citation_id=788421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Resilience to chronic defoliation in a dioecious understorey tropical rain forest palm,10.1111/j.1365-2745.2012.01992.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,783007,1.5.4,FALSE,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01992.x/abstract,1339159439,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1339159216,0,http://www.altmetric.com/details.php?citation_id=783007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Trait evolution and the coexistence of a species swarm in the tropical forest understorey,10.1111/j.1365-2745.2012.01993.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,791936,1.5.4,FALSE,3,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01993.x/abstract,1339676276,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1341863324,0,http://www.altmetric.com/details.php?citation_id=791936,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
ContinentalÌ¢åÛåêscale variability in browser diversity is a major driver of diversity patterns in acacias across Africa,10.1111/j.1365-2745.2012.01994.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,799259,1.5.4,FALSE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.95,4,0,2,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01994.x/abstract,1340112077,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1346400165,6,http://www.altmetric.com/details.php?citation_id=799259,1,NA,NA,NA,NA,NA,NA,NA,NA,19,20,25,NA,
"Spatial contiguity and continuity of canopy gaps in mixed wood boreal forests: persistence, expansion, shrinkage and displacement",10.1111/j.1365-2745.2012.01996.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,843741,1.5.4,FALSE,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01996.x/abstract,1342532968,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1342532944,0,http://www.altmetric.com/details.php?citation_id=843741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Species and organ specificity of fungal endophytes in herbaceous grassland plants,10.1111/j.1365-2745.2012.01997.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,852121,1.5.4,FALSE,3,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,1.25,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01997.x/abstract,1343047865,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1345560372,0,http://www.altmetric.com/details.php?citation_id=852121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Strong persistent growth differences govern individual performance and population dynamics in a tropical forest understorey palm,10.1111/j.1365-2745.2012.02001.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,843767,1.5.4,FALSE,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02001.x/abstract,1342533359,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1342533343,0,http://www.altmetric.com/details.php?citation_id=843767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Can floral traits predict an invasive plant's impact on native plantpollinator communities?,10.1111/j.1365-2745.2012.02004.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,865744,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,18,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02004.x/abstract,1343743886,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1343816541,18,http://www.altmetric.com/details.php?citation_id=865744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ExtirpationÌ¢åÛåêresistant species do not always compensate for the decline in ecosystem processes associated with biodiversity loss,10.1111/j.1365-2745.2012.02012.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,1011930,1.5.4,FALSE,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02012.x/abstract,1350680427,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1350690225,0,http://www.altmetric.com/details.php?citation_id=1011930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Plant responses to soil heterogeneity and global environmental change,10.1111/j.1365-2745.2012.02014.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,929058,1.5.4,FALSE,11,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4.5,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02014.x/abstract,1346792960,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1350721154,0,http://www.altmetric.com/details.php?citation_id=929058,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,
Effects of disturbance intensity on species and functional diversity in a tropical forest,10.1111/j.1365-2745.2012.02015.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,927028,1.5.4,FALSE,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,1.75,36,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02015.x/abstract,1346707227,1325376000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1354946133,36,http://www.altmetric.com/details.php?citation_id=927028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Plant species diversity and genetic diversity within a dominant species interactively affect plant community biomass,10.1111/j.1365-2745.2012.02016.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,956512,1.5.4,FALSE,NA,NA,1,7,9,1,NA,NA,NA,NA,NA,NA,14.538,17,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02016.x/abstract,1348154163,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1349085349,17,http://www.altmetric.com/details.php?citation_id=956512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,
Species traits and plant performance: functional tradeÌ¢åÛåêoffs in a large set of species in a botanical garden,10.1111/j.1365-2745.2012.02018.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,958172,1.5.4,FALSE,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02018.x/abstract,1348227666,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1349714840,0,http://www.altmetric.com/details.php?citation_id=958172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Differences between symmetric and asymmetric facilitation matter: exploring the interplay between modes of positive and negative plant interactions,10.1111/j.1365-2745.2012.02019.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,951737,1.5.4,FALSE,6,NA,1,5,6,NA,NA,NA,NA,NA,NA,NA,3.25,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02019.x/abstract,1347970614,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1349225485,0,http://www.altmetric.com/details.php?citation_id=951737,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"Direct and productivityÌ¢åÛåêmediated indirect effects of fertilization, mowing and grazing on grassland species richness",10.1111/j.1365-2745.2012.02020.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,958616,1.5.4,FALSE,6,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,2.25,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02020.x/abstract,1348238842,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1351949784,0,http://www.altmetric.com/details.php?citation_id=958616,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"Pollination linkage between canopy flowering, bumble bee abundance and seed production of understorey plants in a cool temperate forest",10.1111/j.1365-2745.2012.02021.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,944257,1.5.4,FALSE,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,2,6,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02021.x/abstract,1347559603,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1351949804,6,http://www.altmetric.com/details.php?citation_id=944257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
The evolutionary loss of aerenchyma limits both realized and fundamental ecohydrological niches in the Cape reeds (Restionaceae),10.1111/j.1365-2745.2012.02022.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,952053,1.5.4,FALSE,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02022.x/abstract,1347979898,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1349225488,0,http://www.altmetric.com/details.php?citation_id=952053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Optimal resource allocation in a serotinous nonÌ¢åÛåêresprouting plant species under different fire regimes,10.1111/j.1365-2745.2012.02023.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,952299,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02023.x/abstract;jsessionid=3A74BC7019D72F3FF7AE76D5B8D10010.d02t04,1347985934,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1348136760,0,http://www.altmetric.com/details.php?citation_id=952299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A general modelling framework for resourceÌ¢åÛåêratio and CSR theories of plant community dynamics,10.1111/j.1365-2745.2012.02024.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,943935,1.5.4,FALSE,5,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,1.85,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02024.x/abstract,1347549810,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1350890822,0,http://www.altmetric.com/details.php?citation_id=943935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Biotic resistance: exclusion of native rodent consumers releases populations of a weak invader,10.1111/j.1365-2745.2012.02025.x,50202,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,950160,1.5.4,FALSE,4,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.02025.x/abstract,1347898301,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1354563433,4,http://www.altmetric.com/details.php?citation_id=950160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
